,task_id,unit_cell_formula,band_gap,nelements,spacegroup.number,spacegroup.crystal_system,nsites,volume,structure.lattice,density,e_above_hull,magnetic_type,total_magnetization,kL
1261,mp-570290,"{'Mn': 1.0, 'Tl': 1.0, 'Cl': 3.0}",1.4,3,221,cubic,5,130.26778865164184,"{'matrix': [[5.069273, 0.0, 0.0], [0.0, 5.069273, 0.0], [0.0, 0.0, 5.069273]], 'a': 5.069273, 'b': 5.069273, 'c': 5.069273, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 130.26778865164184}",4.661371049938466,0.029322536000000454,FM,4.9996053,1.28891
1262,mp-18300,"{'Ca': 12.0, 'Al': 4.0, 'Sb': 12.0}",0.29359999999999964,3,62,orthorhombic,28,841.8207663061793,"{'matrix': [[4.523918, 0.0, 0.0], [0.0, 12.969188, 0.0], [0.0, 0.0, 14.348025]], 'a': 4.523918, 'b': 12.969188, 'c': 14.348025, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 841.8207663061793}",4.043705726280378,0.0,NM,0.00084055,1.2808
1263,mp-570285,"{'Si': 8.0, 'Br': 32.0}",4.1057,2,205,cubic,40,1814.1392577050808,"{'matrix': [[12.196172, 0.0, 0.0], [0.0, 12.196172, 0.0], [0.0, 0.0, 12.196172]], 'a': 12.196172, 'b': 12.196172, 'c': 12.196172, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 1814.1392577050808}",2.5460974809433576,0.0,NM,0.0,1.26789
1264,mp-1070,"{'Cd': 2.0, 'Se': 2.0}",0.5589,2,186,hexagonal,4,119.89334983280395,"{'matrix': [[2.196975, -3.805273, 0.0], [2.196975, 3.805273, 0.0], [0.0, 0.0, 7.170578]], 'a': 4.393950586335035, 'b': 4.393950586335035, 'c': 7.170578, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.00000882841356, 'volume': 119.89334983280395}",5.3010283248814725,0.0011530649999995646,NM,0.0,1.25962
1265,mp-22895,"{'Cu': 1.0, 'I': 1.0}",1.1762999999999995,2,216,cubic,2,54.96287093877907,"{'matrix': [[0.0, 3.017726, 3.017726], [3.017726, 0.0, 3.017726], [3.017726, 3.017726, 0.0]], 'a': 4.267709036725911, 'b': 4.267709036725911, 'c': 4.267709036725911, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 54.96287093877907}",5.753892405649441,0.006737882499999959,NM,0.0003061,1.2584
1266,mp-12955,"{'Ho': 4.0, 'Ag': 4.0, 'Se': 8.0}",1.6777999999999995,3,19,orthorhombic,16,401.09828319410497,"{'matrix': [[4.264586, 0.0, 0.0], [0.0, 6.823607, 0.0], [0.0, 0.0, 13.783513]], 'a': 4.264586, 'b': 6.823607, 'c': 13.783513, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 401.09828319410497}",7.13266507622534,0.0,NM,0.0014049,1.2558500000000001
1267,mp-1136,"{'Na': 6.0, 'As': 2.0}",0.09220000000000006,2,194,hexagonal,8,204.30171978076925,"{'matrix': [[2.549113, -4.415194, 0.0], [2.549113, 4.415194, 0.0], [0.0, 0.0, 9.076181]], 'a': 5.098226666636645, 'b': 5.098226666636645, 'c': 9.076181, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.0000086509148, 'volume': 204.30171978076925}",2.3390549433774384,0.001103265416666499,NM,0.000152,1.2544
1268,mp-1105695,"{'Er': 6.0, 'Sb': 8.0, 'Au': 6.0}",0.6246,3,220,cubic,20,486.4543971938425,"{'matrix': [[-4.954434, 4.954434, 4.954434], [4.954434, -4.954434, 4.954434], [4.954434, 4.954434, -4.954434]], 'a': 8.581331410746703, 'b': 8.581331410746703, 'c': 8.581331410746703, 'alpha': 109.47122063449069, 'beta': 109.47122063449069, 'gamma': 109.47122063449069, 'volume': 486.4543971938425}",10.78490120046718,0.0,NM,0.00414685,1.25255
1269,mp-1106363,"{'Ho': 6.0, 'Sb': 8.0, 'Au': 6.0}",0.5575999999999999,3,220,cubic,20,486.0023922769946,"{'matrix': [[-4.952899, 4.952899, 4.952899], [4.952899, -4.952899, 4.952899], [4.952899, 4.952899, -4.952899]], 'a': 8.578672712757086, 'b': 8.578672712757086, 'c': 8.578672712757086, 'alpha': 109.47122063449069, 'beta': 109.47122063449069, 'gamma': 109.47122063449069, 'volume': 486.0023922769946}",10.747192834001186,0.0,NM,0.0012355,1.24937
1270,mp-23193,"{'K': 1.0, 'Cl': 1.0}",5.0448,2,225,cubic,2,65.03323740347665,"{'matrix': [[0.0, 3.191796, 3.191796], [3.191796, 0.0, 3.191796], [3.191796, 3.191796, 0.0]], 'a': 4.513881191528196, 'b': 4.513881191528196, 'c': 4.513881191528196, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 65.03323740347665}",1.9035704058183411,0.0,NM,0.0001108,1.2452
1271,mp-23289,"{'K': 1.0, 'Cl': 1.0}",4.8217,2,221,cubic,2,56.587545058992596,"{'matrix': [[3.839196, 0.0, 0.0], [0.0, 3.839196, 0.0], [0.0, 0.0, 3.839196]], 'a': 3.839196, 'b': 3.839196, 'c': 3.839196, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 56.587545058992596}",2.1876783307485725,0.07764907500000007,NM,0.00037,1.23719
1272,mp-1095079,"{'K': 3.0, 'Al': 1.0, 'F': 6.0}",6.2999,3,225,cubic,10,165.05346562352,"{'matrix': [[0.0, 4.353764, 4.353764], [4.353764, 0.0, 4.353764], [4.353764, 4.353764, 0.0]], 'a': 6.157152096171735, 'b': 6.157152096171735, 'c': 6.157152096171735, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 165.05346562352}",2.5983229456274706,0.011119556399998842,NM,8.04e-05,1.23651
1273,mp-24424,"{'Ba': 2.0, 'H': 2.0, 'Br': 2.0}",3.456,3,129,tetragonal,6,156.97464117317367,"{'matrix': [[4.586028, 0.0, 0.0], [0.0, 4.586028, 0.0], [0.0, 0.0, 7.463733]], 'a': 4.586028, 'b': 4.586028, 'c': 7.463733, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 156.97464117317367}",4.617233497270195,0.0,NM,0.0006609,1.23482
1274,mp-1080749,"{'Cs': 2.0, 'Fe': 2.0, 'O': 4.0}",1.9760000000000002,3,227,cubic,8,162.26949854880004,"{'matrix': [[-4.329147, 1e-06, -4.329147], [4.329146, -4.329146, 1e-06], [-4.329147, -4.329147, 1e-06]], 'a': 6.122338400906878, 'b': 6.122336986693316, 'c': 6.122338400906878, 'alpha': 89.99999999999847, 'beta': 60.00001528233302, 'gamma': 120.0000152823354, 'volume': 162.26949854880004}",4.517950199894605,0.0,AFM,0.0,1.23136
1275,mp-5970,"{'Ba': 4.0, 'Cu': 8.0, 'S': 8.0}",0.9054000000000002,3,62,orthorhombic,20,391.78117065448896,"{'matrix': [[4.051152, 0.0, 0.0], [0.0, 9.284259, 0.0], [0.0, 0.0, 10.416403]], 'a': 4.051152, 'b': 9.284259, 'c': 10.416403, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 391.78117065448896}",5.5701344593050806,0.0,NM,1.175e-05,1.23115
1276,mp-984350,"{'Dy': 6.0, 'Sb': 8.0, 'Au': 6.0}",0.5673000000000004,3,220,cubic,20,489.8890306209336,"{'matrix': [[-4.966067, 4.966067, 4.966067], [4.966067, -4.966067, 4.966067], [4.966067, 4.966067, -4.966067]], 'a': 8.601480357791152, 'b': 8.601480357791152, 'c': 8.601480357791152, 'alpha': 109.47122063449069, 'beta': 109.47122063449069, 'gamma': 109.47122063449069, 'volume': 489.8890306209336}",10.612500494593757,0.0,NM,1.965e-05,1.22942
1277,mp-1103510,"{'Al': 4.0, 'Hg': 2.0, 'Se': 8.0}",0.38519999999999976,3,227,cubic,14,333.1861534246492,"{'matrix': [[0.0, 5.502402, 5.502402], [5.502402, 0.0, 5.502402], [5.502402, 5.502402, 0.0]], 'a': 7.781571534028843, 'b': 7.781571534028843, 'c': 7.781571534028843, 'alpha': 59.99999999999999, 'beta': 59.99999999999999, 'gamma': 59.99999999999999, 'volume': 333.1861534246492}",5.685470289046642,0.04188304357142769,NM,0.00056485,1.22804
1278,mp-27829,"{'Rb': 2.0, 'Se': 1.0, 'Cl': 6.0}",2.6959999999999997,3,225,cubic,9,275.3529861096129,"{'matrix': [[0.0, 5.163608, 5.163608], [5.163608, 0.0, 5.163608], [5.163608, 5.163608, 0.0]], 'a': 7.302444464378213, 'b': 7.302444464378213, 'c': 7.302444464378213, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 275.3529861096129}",2.7898297614054726,0.0,NM,0.000462,1.22776
1279,mp-1057286,"{'Cs': 1.0, 'H': 1.0}",2.5878,2,225,cubic,2,66.9394209884833,"{'matrix': [[0.0, 3.222681, 3.222681], [3.222681, 0.0, 3.222681], [3.222681, 3.222681, 0.0]], 'a': 4.557559177402088, 'b': 4.557559177402088, 'c': 4.557559177402088, 'alpha': 59.99999999999999, 'beta': 59.99999999999999, 'gamma': 59.99999999999999, 'volume': 66.9394209884833}",3.3219351991276365,0.0,NM,9.77e-05,1.2211400000000001
1280,mp-21166,"{'Sr': 4.0, 'Ca': 4.0, 'Pb': 4.0}",0.2911999999999999,3,62,orthorhombic,12,437.26027599567794,"{'matrix': [[5.234266, 0.0, 0.0], [0.0, 8.532128, 0.0], [0.0, 0.0, 9.790996]], 'a': 5.234266, 'b': 8.532128, 'c': 9.790996, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 437.26027599567794}",5.087232871176284,0.0,NM,2.3425e-05,1.20689
1281,mp-22914,"{'Cu': 1.0, 'Cl': 1.0}",0.8018000000000005,2,216,cubic,2,39.467388759312584,"{'matrix': [[0.0, 2.702316, 2.702316], [2.702316, 0.0, 2.702316], [2.702316, 2.702316, 0.0]], 'a': 3.821651937017813, 'b': 3.821651937017813, 'c': 3.821651937017813, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 39.467388759312584}",4.165254206627594,0.0022879324999989237,NM,0.00028,1.20686
1282,mp-1204046,{'Si': 106.0},0.15080000000000027,1,137,tetragonal,106,2509.4558186085123,"{'matrix': [[10.177411, 0.0, 0.0], [0.0, 10.177411, 0.0], [0.0, 0.0, 24.227295]], 'a': 10.177411, 'b': 10.177411, 'c': 24.227295, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 2509.4558186085123}",1.9699607295619062,0.17888145537735856,NM,0.0012328056603773585,1.19836
1283,mp-4044,"{'Er': 4.0, 'Ag': 4.0, 'Se': 8.0}",1.6953,3,19,orthorhombic,16,398.1351565789,"{'matrix': [[4.246211, 0.0, 0.0], [0.0, 6.821975, 0.0], [0.0, 0.0, 13.74418]], 'a': 4.246211, 'b': 6.821975, 'c': 13.74418, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 398.1351565789}",7.224599801341463,0.0,NM,0.001427725,1.18948
1284,mp-22956,"{'K': 2.0, 'Pd': 1.0, 'Cl': 4.0}",1.8353,3,123,tetragonal,7,215.55672835916823,"{'matrix': [[7.142082, 0.0, 0.0], [0.0, 7.142082, 0.0], [0.0, 0.0, 4.225829]], 'a': 7.142082, 'b': 7.142082, 'c': 4.225829, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 215.55672835916823}",2.514639403193976,0.0,NM,0.0026398,1.18727
1285,mp-1181462,"{'Dy': 4.0, 'Ag': 4.0, 'Se': 8.0}",1.6971999999999996,3,19,orthorhombic,16,406.45949171590263,"{'matrix': [[4.283353, 0.0, 0.0], [0.0, 6.84881, 0.0], [0.0, 0.0, 13.855375]], 'a': 4.283353, 'b': 6.84881, 'c': 13.855375, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 406.45949171590263}",6.9988700213293,0.0,NM,0.00126515,1.18594
1286,mp-27827,"{'Rb': 2.0, 'Ti': 1.0, 'Cl': 6.0}",2.1834,3,225,cubic,9,269.0331154669447,"{'matrix': [[0.0, 5.123797, 5.123797], [5.123797, 0.0, 5.123797], [5.123797, 5.123797, 0.0]], 'a': 7.246143208246577, 'b': 7.246143208246577, 'c': 7.246143208246577, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 269.0331154669447}",2.66345209250165,0.0,NM,1.2e-05,1.17799
1287,mp-7310,"{'Zr': 2.0, 'Pb': 2.0, 'F': 12.0}",5.0248,3,67,orthorhombic,16,236.6336041319913,"{'matrix': [[3.841547, -5.631949, 0.0], [3.841547, 5.631949, 0.0], [0.0, 0.0, 5.468668]], 'a': 6.817355271057098, 'b': 6.817355271057098, 'c': 5.468668, 'alpha': 90.0, 'beta': 90.0, 'gamma': 111.4042785599855, 'volume': 236.6336041319913}",5.7881065305395865,0.0,NM,0.00023475,1.1774200000000001
1288,mp-28171,"{'K': 3.0, 'I': 1.0, 'O': 1.0}",1.0284000000000002,3,221,cubic,5,155.8209252673874,"{'matrix': [[5.381152, 0.0, 0.0], [0.0, 5.381152, 0.0], [0.0, 0.0, 5.381152]], 'a': 5.381152, 'b': 5.381152, 'c': 5.381152, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 155.8209252673874}",2.772863926490227,0.0,NM,0.0001322,1.1755
1289,mp-1104125,"{'Y': 4.0, 'Cd': 2.0, 'Se': 8.0}",0.6103999999999998,3,227,cubic,14,414.1760324143759,"{'matrix': [[0.0, 5.91632, 5.91632], [5.91632, 0.0, 5.91632], [5.91632, 5.91632, 0.0]], 'a': 8.36693998333919, 'b': 8.36693998333919, 'c': 8.36693998333919, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 414.1760324143759}",4.859724906303604,0.01294517285714214,NM,0.0003397,1.17313
1290,mp-571103,"{'In': 5.0, 'Ag': 1.0, 'Se': 8.0}",0.5832999999999999,3,111,tetragonal,14,419.48555995690964,"{'matrix': [[5.900508, 0.0, 0.0], [0.0, 5.900508, 0.0], [0.0, 0.0, 12.048645]], 'a': 5.900508, 'b': 5.900508, 'c': 12.048645, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 419.48555995690964}",5.200053967774661,0.0020333607142859478,NM,3.93e-05,1.17226
1291,mp-23862,"{'Ba': 2.0, 'H': 2.0, 'I': 2.0}",3.0321,3,129,tetragonal,6,179.1740646685827,"{'matrix': [[4.752471, 0.0, 0.0], [0.0, 4.752471, 0.0], [0.0, 0.0, 7.932977]], 'a': 4.752471, 'b': 4.752471, 'c': 7.932977, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 179.1740646685827}",4.916341024261685,0.0,NM,5.75e-05,1.17032
1292,mp-1990,"{'Mg': 24.0, 'As': 16.0}",1.431,2,206,cubic,40,970.8899252916171,"{'matrix': [[-6.237875, 6.237875, 6.237875], [6.237875, -6.237875, 6.237875], [6.237875, 6.237875, -6.237875]], 'a': 10.804316431263711, 'b': 10.804316431263711, 'c': 10.804316431263711, 'alpha': 109.47122063449069, 'beta': 109.47122063449069, 'gamma': 109.47122063449069, 'volume': 970.8899252916171}",3.0479145688478995,0.0,NM,0.00016465,1.1684700000000001
1293,mp-1008223,"{'Ca': 1.0, 'Se': 1.0}",3.1573,2,216,cubic,2,71.874,"{'matrix': [[0.0, 3.3, 3.3], [3.3, 0.0, 3.3], [3.3, 3.3, 0.0]], 'a': 4.666904755831213, 'b': 4.666904755831213, 'c': 4.666904755831213, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 71.874}",2.750191298799716,0.2580261349999997,NM,0.0002196,1.16375
1294,mp-5309,"{'K': 2.0, 'Au': 2.0, 'F': 8.0}",2.4155,3,140,tetragonal,12,221.85037388832671,"{'matrix': [[-3.096565, 3.096565, 5.784153], [3.096565, -3.096565, 5.784153], [3.096565, 3.096565, -5.784153]], 'a': 7.254919401747962, 'b': 7.254919401747962, 'c': 7.254919401747962, 'alpha': 129.46780949351546, 'beta': 129.46780949351546, 'gamma': 74.25900409336853, 'volume': 221.85037388832671}",4.671484577741798,0.0,NM,0.0,1.15775
1295,mp-978,"{'Sr': 8.0, 'Sn': 4.0}",0.15280000000000005,2,62,orthorhombic,12,463.5282542331649,"{'matrix': [[5.425538, 0.0, 0.0], [0.0, 8.396926, 0.0], [0.0, 0.0, 10.1745]], 'a': 5.425538, 'b': 8.396926, 'c': 10.1745, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 463.5282542331649}",4.212174374868093,0.0,NM,0.00019655,1.15473
1296,mp-31235,"{'Ba': 3.0, 'Na': 3.0, 'Bi': 3.0}",0.23560000000000025,3,189,hexagonal,9,341.99662325608784,"{'matrix': [[4.370776, -7.570406, 0.0], [4.370776, 7.570406, 0.0], [0.0, 0.0, 5.1679]], 'a': 8.741551912962137, 'b': 8.741551912962137, 'c': 5.1679, 'alpha': 90.0, 'beta': 90.0, 'gamma': 119.99999934126357, 'volume': 341.99662325608784}",5.379284487686683,0.0,NM,0.00027943333333333337,1.15407
1297,mp-1190030,"{'La': 6.0, 'Sb': 8.0, 'Au': 6.0}",0.6030999999999995,3,220,cubic,20,538.4015026257308,"{'matrix': [[-5.124861, 5.124861, 5.124861], [5.124861, -5.124861, 5.124861], [5.124861, 5.124861, -5.124861]], 'a': 8.876519633728243, 'b': 8.876519633728243, 'c': 8.876519633728243, 'alpha': 109.47122063449069, 'beta': 109.47122063449069, 'gamma': 109.47122063449069, 'volume': 538.4015026257308}",9.219643189355933,0.0,NM,0.00026885,1.15258
1298,mp-8703,"{'Na': 3.0, 'Sb': 1.0, 'Se': 4.0}",1.3012000000000001,3,217,cubic,8,216.80914753501494,"{'matrix': [[-3.784477, 3.784477, 3.784477], [3.784477, -3.784477, 3.784477], [3.784477, 3.784477, -3.784477]], 'a': 6.554906444075842, 'b': 6.554906444075842, 'c': 6.554906444075842, 'alpha': 109.47122063449069, 'beta': 109.47122063449069, 'gamma': 109.47122063449069, 'volume': 216.80914753501494}",3.8798092016527588,0.010270222500000425,NM,0.0002575,1.15192
1299,mp-5478,"{'Tl': 2.0, 'Pd': 6.0, 'O': 8.0}",1.1513999999999998,3,225,cubic,16,232.3381086404667,"{'matrix': [[0.0, 4.879367, 4.879367], [4.879367, 0.0, 4.879367], [4.879367, 4.879367, 0.0]], 'a': 6.900466987195722, 'b': 6.900466987195722, 'c': 6.900466987195722, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 232.3381086404667}",8.399833133633654,0.0,NM,0.0004351,1.14946
1300,mp-559200,"{'Cd': 2.0, 'In': 4.0, 'S': 8.0}",1.4629999999999996,3,227,cubic,14,335.3722733717182,"{'matrix': [[0.0, 5.51441, 5.51441], [5.51441, 0.0, 5.51441], [5.51441, 5.51441, 0.0]], 'a': 7.798553410485819, 'b': 7.798553410485819, 'c': 7.798553410485819, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 335.3722733717182}",4.657291069079203,0.0,NM,3.35e-06,1.13508
1301,mp-22605,"{'Cr': 4.0, 'Cd': 2.0, 'Se': 8.0}",0.0,3,227,cubic,14,321.8439725722518,"{'matrix': [[0.0, 5.439243, 5.439243], [5.439243, 0.0, 5.439243], [5.439243, 5.439243, 0.0]], 'a': 7.692251219642921, 'b': 7.692251219642921, 'c': 7.692251219642921, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 321.8439725722518}",5.492168266931191,0.0,FM,5.9998898,1.13475
1302,mp-22961,"{'Li': 4.0, 'Zn': 2.0, 'Cl': 8.0}",4.3019,3,227,cubic,14,283.60718688559797,"{'matrix': [[0.0, 5.214697, 5.214697], [5.214697, 0.0, 5.214697], [5.214697, 5.214697, 0.0]], 'a': 7.3746952210662915, 'b': 7.3746952210662915, 'c': 7.3746952210662915, 'alpha': 59.99999999999999, 'beta': 59.99999999999999, 'gamma': 59.99999999999999, 'volume': 283.60718688559797}",2.589145735510303,0.017136311428571638,NM,0.00011125,1.13141
1303,mp-5478,"{'Tl': 2.0, 'Pd': 6.0, 'O': 8.0}",1.1513999999999998,3,225,cubic,16,232.3381086404667,"{'matrix': [[0.0, 4.879367, 4.879367], [4.879367, 0.0, 4.879367], [4.879367, 4.879367, 0.0]], 'a': 6.900466987195722, 'b': 6.900466987195722, 'c': 6.900466987195722, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 232.3381086404667}",8.399833133633654,0.0,NM,0.0004351,1.12873
1304,mp-1990,"{'Mg': 24.0, 'As': 16.0}",1.431,2,206,cubic,40,970.8899252916171,"{'matrix': [[-6.237875, 6.237875, 6.237875], [6.237875, -6.237875, 6.237875], [6.237875, 6.237875, -6.237875]], 'a': 10.804316431263711, 'b': 10.804316431263711, 'c': 10.804316431263711, 'alpha': 109.47122063449069, 'beta': 109.47122063449069, 'gamma': 109.47122063449069, 'volume': 970.8899252916171}",3.0479145688478995,0.0,NM,0.00016465,1.12848
1305,mp-546711,"{'Cs': 1.0, 'Cl': 1.0, 'O': 4.0}",5.3231,3,216,cubic,6,133.13629820950396,"{'matrix': [[0.0, 4.052803, 4.052803], [4.052803, 0.0, 4.052803], [4.052803, 4.052803, 0.0]], 'a': 5.731528968226367, 'b': 5.731528968226367, 'c': 5.731528968226367, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 133.13629820950396}",2.898054901103929,0.012408991250000057,NM,0.000166,1.12733
1306,mp-28383,"{'K': 4.0, 'Na': 4.0, 'S': 4.0}",2.4867,3,62,orthorhombic,12,308.5335514179661,"{'matrix': [[4.663247, 0.0, 0.0], [0.0, 7.844973, 0.0], [0.0, 0.0, 8.433785]], 'a': 4.663247, 'b': 7.844973, 'c': 8.433785, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 308.5335514179661}",2.0269413042594917,0.0,NM,4.4825e-05,1.1234600000000001
1307,mp-5811,"{'Cs': 1.0, 'Pb': 1.0, 'F': 3.0}",3.6828000000000003,3,221,cubic,5,117.82808534115296,"{'matrix': [[4.902485, 0.0, 0.0], [0.0, 4.902485, 0.0], [0.0, 0.0, 4.902485]], 'a': 4.902485, 'b': 4.902485, 'c': 4.902485, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 117.82808534115296}",5.596298708277052,0.0044389569999996326,NM,7.8e-06,1.12304
1308,mp-11582,"{'Li': 4.0, 'Ga': 4.0, 'Se': 8.0}",2.0679999999999996,3,33,orthorhombic,16,388.1490267213631,"{'matrix': [[6.662257, 0.0, 0.0], [0.0, 6.966387, 0.0], [0.0, 0.0, 8.363143]], 'a': 6.662257, 'b': 6.966387, 'c': 8.363143, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 388.1490267213631}",4.014292136086451,0.0,NM,5.295e-05,1.11692
1309,mp-568544,"{'Cs': 1.0, 'Cd': 1.0, 'Cl': 3.0}",1.8515000000000001,3,221,cubic,5,151.40597158057042,"{'matrix': [[5.329842, 0.0, 0.0], [0.0, 5.329842, 0.0], [0.0, 0.0, 5.329842]], 'a': 5.329842, 'b': 5.329842, 'c': 5.329842, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 151.40597158057042}",3.8569867525561903,0.007472117666666556,NM,7.51e-05,1.10986
1310,mp-30478,"{'Ca': 8.0, 'Pb': 4.0}",0.07709999999999972,2,62,orthorhombic,12,399.6404824661164,"{'matrix': [[5.153274, 0.0, 0.0], [0.0, 7.988305, 0.0], [0.0, 0.0, 9.708041]], 'a': 5.153274, 'b': 7.988305, 'c': 9.708041, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 399.6404824661164}",4.775951235744654,0.0,NM,0.000148925,1.09935
1311,mp-570223,"{'Cs': 1.0, 'Ge': 1.0, 'Br': 3.0}",2.1233999999999997,3,221,cubic,5,176.82231703597643,"{'matrix': [[5.612793, 0.0, 0.0], [0.0, 5.612793, 0.0], [0.0, 0.0, 5.612793]], 'a': 5.612793, 'b': 5.612793, 'c': 5.612793, 'alpha': 90.0, 'beta': 90.0, 'gamma': 90.0, 'volume': 176.82231703597643}",4.181414461525735,0.012513084000000507,NM,0.0014295,1.09442
1312,mp-22975,"{'Rb': 2.0, 'Te': 1.0, 'Cl': 6.0}",2.7216,3,225,cubic,9,290.8819115163595,"{'matrix': [[0.0, 5.258908, 5.258908], [5.258908, 0.0, 5.258908], [5.258908, 5.258908, 0.0]], 'a': 7.437219016872368, 'b': 7.437219016872368, 'c': 7.437219016872368, 'alpha': 59.99999999999999, 'beta': 59.99999999999999, 'gamma': 59.99999999999999, 'volume': 290.8819115163595}",2.9185609078072337,0.0,NM,0.0005867,1.0914
1313,mp-27370,"{'P': 10.0, 'Au': 7.0, 'I': 1.0}",0.5311000000000003,3,189,hexagonal,18,387.7021332058415,"{'matrix': [[3.133214, -5.426885, 0.0], [3.133214, 5.426885, 0.0], [0.0, 0.0, 11.400595]], 'a': 6.266427273416728, 'b': 6.266427273416728, 'c': 11.400595, 'alpha': 90.0, 'beta': 90.0, 'gamma': 119.99999232890431, 'volume': 387.7021332058415}",7.775443488305532,0.014392086666665804,NM,0.0006697,1.09036
1314,mp-11718,"{'Rb': 1.0, 'F': 1.0}",5.6523,2,225,cubic,2,47.25312346503708,"{'matrix': [[0.0, 2.86946, 2.86946], [2.86946, 0.0, 2.86946], [2.86946, 2.86946, 0.0]], 'a': 4.0580292486871015, 'b': 4.0580292486871015, 'c': 4.0580292486871015, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 47.25312346503708}",3.6710845512958685,0.0,NM,2.5e-06,1.08407
1315,mp-23067,"{'K': 2.0, 'Pd': 1.0, 'Cl': 6.0}",1.3268,3,225,cubic,9,249.16228742888873,"{'matrix': [[0.0, 4.994409, 4.994409], [4.994409, 0.0, 4.994409], [4.994409, 4.994409, 0.0]], 'a': 7.063160943838247, 'b': 7.063160943838247, 'c': 7.063160943838247, 'alpha': 60.00000000000001, 'beta': 60.00000000000001, 'gamma': 60.00000000000001, 'volume': 249.16228742888873}",2.648031660891656,0.0,NM,0.0020946,1.08062
1316,mp-7956,"{'Na': 6.0, 'Sb': 2.0}",0.3945000000000001,2,194,hexagonal,8,239.28620292877855,"{'matrix': [[2.687958, -4.655681, 0.0], [2.687958, 4.655681, 0.0], [0.0, 0.0, 9.56053]], 'a': 5.375917017916572, 'b': 5.375917017916572, 'c': 9.56053, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.00001252713089, 'volume': 239.28620292877855}",2.647151928840332,0.0,NM,0.0017357,1.08012
1317,mp-12779,"{'Cd': 2.0, 'Te': 2.0}",0.6185999999999998,2,186,hexagonal,4,145.82265079537586,"{'matrix': [[2.342151, -4.056725, 0.0], [2.342151, 4.056725, 0.0], [0.0, 0.0, 7.673695]], 'a': 4.684302406167433, 'b': 4.684302406167433, 'c': 7.673695, 'alpha': 90.0, 'beta': 90.0, 'gamma': 120.00000573656831, 'volume': 145.82265079537586}",5.466196640095241,0.005943627499999771,NM,8e-06,1.0799
